epoch,acc,loss,val_acc,val_loss
79,0.790892077,0.328402294,0.7615,1.818244996
80,0.811603244,0.287292705,0.7545,1.436600145
81,0.812601372,0.272703743,0.6815,1.575947102
82,0.80474111,0.308289704,0.7455,1.21238416
83,0.812850905,0.283955219,0.72,1.453115298
84,0.81316282,0.282830141,0.7125,1.623121243
85,0.830692452,0.233089749,0.486,2.633551317
86,0.809232689,0.281851381,0.758,1.404679336
87,0.824641298,0.268051314,0.681,1.955576786
88,0.824953213,0.255917227,0.775,1.530831833
89,0.803368684,0.296614386,0.676,1.611473884
90,0.810979414,0.28755174,0.7275,1.515626799
91,0.838552714,0.222804973,0.7725,1.284257746
92,0.826824704,0.259916165,0.751,1.581850204
93,0.831378665,0.243856961,0.721,1.74025455
94,0.835495945,0.226134208,0.757,1.593632281
95,0.830006238,0.229065585,0.77,2.201545841
96,0.834622583,0.253343814,0.758,1.659796222
97,0.832439177,0.245671477,0.7585,1.506597358
98,0.852963194,0.218746656,0.764,1.51760799
99,0.850467873,0.210314426,0.7275,1.45053046
100,0.841297567,0.228319828,0.7725,1.357825687
101,0.849719276,0.208394185,0.76,1.852484732
102,0.823144105,0.274719344,0.783,1.420684258
103,0.85389894,0.206182369,0.7745,1.659984339
104,0.850717405,0.216415068,0.7925,1.524171808
105,0.846163444,0.229675577,0.655,2.180481853
106,0.846412976,0.230835245,0.662,1.706618735
107,0.854897068,0.220551157,0.746,1.543107574
108,0.855396132,0.221911288,0.789,1.578471916
109,0.860199626,0.197190125,0.7755,1.627741212
110,0.86069869,0.211833069,0.7245,3.783127595
111,0.86338116,0.190922968,0.785,1.567499588
112,0.856394261,0.205447526,0.755,1.626810075
113,0.853524641,0.211499967,0.776,1.60162573
114,0.861946351,0.185670405,0.7965,1.843407117
115,0.857766687,0.208698301,0.792,1.40843303
116,0.854210855,0.22038573,0.7835,1.688479992
117,0.871116656,0.190092509,0.734,1.508908124
118,0.861946351,0.202330706,0.7785,1.835856975
119,0.863131628,0.187957598,0.76,1.314419774
120,0.860511541,0.216280915,0.746,1.639309469
121,0.871366188,0.169167029,0.761,1.68282738
122,0.865689333,0.199785885,0.769,1.579840597
123,0.869120399,0.207385533,0.778,1.33322757
124,0.879538366,0.173619613,0.7835,2.008942507
125,0.86419214,0.204971124,0.751,3.511283763
126,0.867560823,0.19113888,0.739,4.384093866
127,0.877916407,0.174287281,0.5935,1.919136256
128,0.874922021,0.176697847,0.758,1.612503173
129,0.87716781,0.180819502,0.7715,1.567269681
130,0.867373674,0.20665506,0.785,1.652122256
131,0.884591391,0.149283053,0.8005,1.786373882
132,0.873237679,0.195399501,0.7745,1.626744554
133,0.886587648,0.151543103,0.719,3.057332609
134,0.881222707,0.169589564,0.7945,1.402325958
135,0.889082969,0.160946715,0.627,2.944963081
136,0.881409857,0.181884695,0.767,2.32102969
137,0.883156581,0.157548521,0.802,1.439371045
138,0.89444791,0.140320709,0.8115,1.621309915
139,0.878665003,0.189815697,0.763,1.786690907
140,0.887461011,0.148175325,0.78,2.088524389
141,0.891890206,0.156247853,0.7925,1.532139524
142,0.887461011,0.168864055,0.7825,1.543834703
143,0.880848409,0.1880324,0.768,1.420229991
144,0.902308172,0.133628297,0.76,1.469150913
145,0.891453525,0.175261517,0.7515,1.653308524
146,0.889270119,0.167268787,0.697,1.65315977
147,0.900124766,0.138215631,0.795,1.892914051
148,0.898003743,0.140345093,0.7865,1.505397641
149,0.897442296,0.150837048,0.7775,1.78576402
150,0.889332502,0.176315295,0.7775,1.693406999
151,0.883842795,0.193791561,0.7595,1.832649383
152,0.899064255,0.140395486,0.8055,1.694019308
153,0.894572676,0.154842928,0.796,2.793313717
154,0.892514036,0.151116632,0.711,2.022905732
155,0.895134124,0.156159648,0.7505,2.249859443
156,0.886587648,0.178934829,0.715,2.054908636
157,0.898627573,0.142883876,0.7875,1.753642705
158,0.910917031,0.107302025,0.7975,2.531856051
159,0.883780412,0.205958175,0.765,1.715333426
160,0.901122895,0.162181591,0.7325,1.870220278
161,0.900249532,0.153144626,0.699,2.403245791
162,0.890704928,0.171274415,0.788,1.293988016
163,0.893137867,0.150505463,0.805,1.523296679
164,0.914847162,0.106157579,0.7655,1.653966994
165,0.898877105,0.172469314,0.739,1.831908778
166,0.90349345,0.130768022,0.7305,2.608239812
167,0.912289457,0.119203196,0.795,1.664552029
168,0.910168434,0.116789697,0.7765,1.957495486
169,0.898939488,0.170156282,0.791,1.700531937
170,0.907922645,0.143450162,0.763,1.634956277
171,0.902495321,0.147392337,0.773,1.572300795
172,0.923393637,0.087201626,0.7535,2.064226624
173,0.89794136,0.17962937,0.7775,1.749031575
174,0.896132252,0.180176503,0.7705,1.863628143
175,0.920835933,0.095170904,0.816,2.106553692
176,0.903618216,0.148564157,0.765,1.927220886
177,0.911041797,0.128077051,0.768,2.034247056
178,0.907174049,0.147050461,0.8015,2.052356591
179,0.911166563,0.138347589,0.73,2.521433007
180,0.903181535,0.141139178,0.779,1.883103828
181,0.917030568,0.126214769,0.7995,1.998385579
182,0.920524017,0.11287374,0.746,2.713988155
183,0.90349345,0.166949305,0.7595,1.852465647
184,0.902557704,0.147770242,0.802,1.734397411
185,0.929382408,0.09433971,0.7605,2.247673786
186,0.907298815,0.177714042,0.759,1.560794978
187,0.915283843,0.138386277,0.7785,1.79512224
188,0.904803493,0.162113019,0.7885,1.986176118
189,0.915470992,0.122973873,0.7975,1.774861287
190,0.9172801,0.128329407,0.7845,1.852556064
191,0.924516532,0.111542155,0.8015,2.06743305
192,0.915470992,0.161849012,0.786,1.797438151
193,0.920336868,0.11517456,0.795,1.870871622
194,0.931004367,0.08408109,0.7165,2.769299828
195,0.929694323,0.093950131,0.768,2.482048933
196,0.912975671,0.14449584,0.8135,2.187316045
197,0.922582658,0.105305482,0.8055,1.798665608
198,0.93106675,0.120775181,0.8155,2.278145264
199,0.924204616,0.103590194,0.6395,2.222279212
,,,0.816,
