epoch,acc,loss,val_acc,val_loss
0,0.7456019962644548,0.7801017288204587,0.74,1.3979465942233802
1,0.7369931378888103,0.7526813833492664,0.2565,2.4375722662210464
2,0.7404865876481597,0.6823123256266304,0.7335,1.3727346094045787
3,0.7513412351989032,0.6448098288761848,0.7175,2.733502674725838
4,0.7686837180361328,0.5894864931879233,0.1005,7.65240501999855
5,0.7684341859163081,0.5746746061503404,0.1575,7.870048439502716
6,0.7588271990167448,0.5516338254278031,0.5855,2.3026390235573055
7,0.7781659388720654,0.4582283254403735,0.6755,1.6737605094611645
8,0.7716781035558328,0.522620022536737,0.585,1.442561914384365
9,0.7710542732599892,0.4666486482470019,0.7115,2.4738516936907544
10,0.7724266999524902,0.45038644508205944,0.683,2.0274460848122837
11,0.7795383655720031,0.4344460091123117,0.711,1.3437523293569684
12,0.7880224579137635,0.430660995008123,0.717,1.4435223906459287
13,0.7921397380061397,0.40872630378973906,0.7115,1.39904870929569
14,0.8024953212800505,0.3601616025212699,0.6755,1.8432185498774052
15,0.8019962570329644,0.3675141862107305,0.726,2.2622737140329554
16,0.7942607610804248,0.37485708346496277,0.681,7.473375282867188
17,0.7878976918352595,0.4072178609571603,0.728,1.321061765179038
18,0.8069868995856286,0.33262933133656875,0.735,2.144852375317365
19,0.8092326887161079,0.3365566621087747,0.732,1.6187564852982759
20,0.8149719276431198,0.2993652250643306,0.723,2.6835769502036273
21,0.8149719276431198,0.3025049486330577,0.767,2.0809206107491627
22,0.7972551466075614,0.32993642189264,0.6955,1.376599607884884
23,0.8152214597629445,0.3110961248957583,0.756,1.9104256186131388
24,0.8174672489157336,0.3155060731771583,0.73,1.6791644143909217
25,0.8228321896444167,0.3008012081402879,0.6705,1.6397165408432484
26,0.8219588271990018,0.2991985986654136,0.706,2.983282846473623
27,0.816344354350494,0.32007834148161574,0.7495,2.4709143186388536
28,0.817841547099189,0.27590866290493005,0.7005,2.1879294667579234
29,0.8414223331253899,0.2068127630477166,0.7305,2.0175096513899042
30,0.8122270742506811,0.30886803935801915,0.702,2.361900983296335
31,0.8062383031964079,0.33305348385815614,0.593,1.6585804725289344
32,0.8355583281496206,0.24230609963917019,0.677,1.7351724211648107
33,0.8306924516680236,0.26302095303080714,0.671,1.7717204621266573
34,0.8480349345052532,0.2092645693270586,0.7485,2.5222801103610544
35,0.8405489706948484,0.22579782035338902,0.749,2.054497807584703
36,0.8355583281496206,0.2551980521253363,0.445,6.128422349631786
37,0.8414223331328265,0.22910432592173777,0.724,4.707867637382588
38,0.8610106051302819,0.20813072447828293,0.751,1.9415338107887656
39,0.8533998752488097,0.2138032348860225,0.7465,2.549497013665736
40,0.8386774797329513,0.2525537189061353,0.6975,1.6482771967351437
41,0.8535246412975671,0.247937139799715,0.684,4.807398619253188
42,0.8496568933250156,0.2154609352949814,0.7315,1.9355682832971215
43,0.8646288209755719,0.18834073355076317,0.633,3.3069283731281756
44,0.8444167186673998,0.26010603304912877,0.7225,2.3805858636014166
45,0.8366812227222968,0.26247258090500675,0.7095,2.7620605270098895
46,0.8492825951341235,0.21662157735254567,0.6425,2.446097156317905
47,0.8691203992588402,0.1755705581179687,0.67,5.779330755965784
48,0.8632563942607611,0.17690389016788413,0.731,3.4374267016462983
49,0.8590143481047542,0.20243320843357074,0.704,2.1486364495167507
50,0.8581409856519027,0.2242332576892001,0.751,1.9474259415138513
51,0.8681222707572314,0.17515587942257607,0.7675,2.168537223051302
52,0.8757330006238303,0.15520984175151967,0.6355,2.357598932735622
53,0.8641297567061759,0.18922632733686448,0.6565,2.5420624489877373
54,0.8764815970204878,0.16487452066268166,0.273,9.680454430937766
55,0.8447910168471369,0.20701950827214916,0.723,1.9733232387118043
56,0.8702432938240798,0.18405980016369225,0.642,2.079086019016802
57,0.8791016843641689,0.1709974001579484,0.487,9.029073492616416
58,0.8782283218964442,0.17112454307769295,0.7425,2.11696940961387
59,0.8572676232213611,0.20341669176580268,0.707,2.2877776631936433
60,0.8763568309419838,0.15588417435965443,0.692,7.831480443865614
61,0.8686213349968809,0.18231213185541142,0.7175,2.216916914269328
62,0.8839675608234561,0.1535202126615377,0.683,1.9044314119853079
63,0.8769806612824471,0.1991501417494404,0.4085,3.288782626181841
64,0.8864628820960698,0.14639047091374788,0.71,3.4753705162755213
65,0.8945726762469381,0.13970717224940257,0.6995,3.554560636326671
66,0.8845913911490462,0.18439102125222226,0.6365,4.917251221529674
67,0.8567685589594017,0.23220787686705405,0.7095,2.514952431678772
68,0.8899563318777293,0.14410051424718617,0.6125,2.343990151848644
69,0.8935745477230194,0.14146572349398995,0.7475,2.222294243179262
70,0.8837180286961946,0.18109956700226998,0.7735,1.996702543010935
71,0.8990642545302064,0.13346347416044024,0.7565,2.3610947381472216
72,0.8905801622033194,0.20168545627466875,0.748,2.6277782158700282
73,0.8961946350667005,0.13293043040622232,0.7345,2.2081019814535976
74,0.9109170305751222,0.10494362178955202,0.769,2.586509935923852
75,0.8834684965763698,0.17980079254320244,0.6765,2.355173005443066
76,0.8976918278228322,0.12860338340507016,0.7775,2.276510910410434
77,0.9039301310043668,0.14210083200262205,0.565,5.154326166324317
78,0.9059263880224578,0.12035848598204511,0.6135,3.490682768240571
79,0.9124142233312539,0.11214595336817944,0.684,2.616655076254159
80,0.9092950717479232,0.13685615139598573,0.5715,9.481865453932434
81,0.8792264504054897,0.1908814242357157,0.6975,2.4659394965022803
82,0.9107922645040549,0.10977503059859517,0.7385,2.1273618966990617
83,0.9059263880224578,0.12885118302888007,0.6755,2.070444640337024
84,0.9013100436681223,0.13039346455043868,0.71,2.1179442217946054
85,0.8808484092401253,0.20033052661087242,0.755,2.7811948778831868
86,0.8913287585776669,0.13707941492045728,0.764,2.2728502090652474
87,0.9220212102456905,0.09610316305800677,0.7665,2.561915423623286
88,0.8879600748670748,0.16229198167709277,0.6875,2.243225845049601
89,0.9135371179039301,0.10871957336626227,0.7495,2.126773069947027
90,0.8959451029320025,0.1663791043292882,0.573,3.4838244158029554
91,0.8832189644491085,0.21505256555800187,0.752,2.163600906732958
92,0.9065502183480479,0.145332722984259,0.7755,2.222748221575981
93,0.9316281971303806,0.09048356553033812,0.6595,2.2127111034803093
94,0.9302557704304429,0.07522844076826204,0.6955,3.6402927736863493
95,0.901809107922645,0.15508480646611347,0.7505,2.689995923658833
96,0.9199001871490955,0.10210770226989455,0.691,2.4349930859021844
97,0.8935745477378926,0.1590852846622732,0.576,5.2949698933660985
98,0.9116656269494697,0.1207599140166846,0.5775,2.373089727625251
99,0.9310043668196637,0.08736913126905833,0.6645,2.4298775989376007
100,0.8998128509268639,0.15559657884922043,0.7235,2.3394158506281673
101,0.9200249532127261,0.09926264308908918,0.426,3.982783112883568
102,0.9232688708745608,0.10414756009525417,0.717,2.003193997748662
103,0.9141609482220836,0.1129121994837469,0.6115,2.5632856674455105
104,0.9048034934572183,0.14742657085468136,0.6935,2.3676354356743397
105,0.9226450405489707,0.12276078781495899,0.7545,2.499105274284724
106,0.9202744853399876,0.13177150849151847,0.3375,5.519379673719406
107,0.9181534622582658,0.09805461326050464,0.6815,2.575790313921869
108,0.9362445414921527,0.07809553078747007,0.761,2.8076917460067197
109,0.9268870867124143,0.09607961835332113,0.622,4.513899235479534
110,0.9256394260761073,0.1270237109985514,0.7055,3.699288831194863
111,0.9172800998202876,0.12537776428551942,0.6365,2.48700591892004
112,0.9175296319401123,0.10238046958433675,0.736,2.307273623561487
113,0.9336244541484716,0.0754412904196417,0.753,2.8716575828969946
114,0.9280099812850905,0.09702763915853836,0.7005,7.765150188330001
115,0.9327510917104934,0.10698485049219826,0.68,2.9473187231700866
116,0.9035558328209113,0.18826245732273714,0.626,3.8684001504816115
117,0.9346225826575172,0.07729378932978347,0.6005,2.0013354138806463
118,0.9408608858464884,0.06865033647280792,0.7655,3.247841645554232
119,0.916032439176544,0.13120215153972328,0.649,2.9481777755320073
120,0.9166562694946975,0.10960908947522384,0.771,2.4225723593683215
121,0.9313786650105558,0.08254834513098039,0.7545,2.2879517861986534
122,0.9373674360573924,0.07616821216368212,0.671,3.6484082348747178
123,0.9250155957579539,0.09876219344029641,0.742,1.8508005228716646
124,0.9220212102308172,0.09277662680892788,0.72,2.5843385560028254
125,0.9211478477854024,0.12357368500017533,0.293,4.990569859266281
126,0.9322520274559707,0.085887538126646,0.7465,2.5206567166305613
127,0.9305053025577043,0.09936352791835473,0.6965,3.9210873096436263
128,0.935495945102932,0.10887399235039052,0.755,2.942002989200875
129,0.9411104179663131,0.07063350726868342,0.7655,2.7159752402338198
130,0.9406113537117904,0.08014180377452255,0.7535,2.2340003580457997
131,0.9159076731129133,0.15886152263989883,0.667,3.522628494724631
132,0.929008109794136,0.1019899789973366,0.6895,9.62567129664244
133,0.932252027448534,0.09033222977320082,0.7715,2.7698977564856175
134,0.9312538989394885,0.0967058663709927,0.7,2.6172987485164776
135,0.9447286338116032,0.07301692599726983,0.7155,5.356653813229554
136,0.9409856519175558,0.08740670485817087,0.7695,2.5934720669045492
137,0.9470991890205864,0.06171735008781705,0.76,2.858063188986853
138,0.9394884591391142,0.08988919435038463,0.291,3.934505134820938
139,0.9456019962644547,0.0668549449357924,0.756,3.11092009508772
140,0.9411104179737498,0.10350660688561315,0.737,5.338378859925368
141,0.9321272613923399,0.09335456289222008,0.688,4.336766185392626
142,0.9381160324466132,0.07922688407825768,0.6315,2.8382451388463377
143,0.9339987523468003,0.1108226044069806,0.687,5.657765796680003
144,0.9352464129756706,0.11380552065701655,0.696,5.750640492636711
145,0.932376793527038,0.09600104181537798,0.674,4.9565799069721255
146,0.9449781659388646,0.06112273838682593,0.777,2.200266307226324
147,0.9498440424204616,0.07720393570355259,0.7315,3.4775182533876503
148,0.9433562071116657,0.0713883500096896,0.673,3.2520304426252844
149,0.9417342482844666,0.08622745592086835,0.637,2.7120655608586968
150,0.941859014355534,0.07186400489422655,0.7285,3.1046779133430684
151,0.9494697442295695,0.06537782107297949,0.717,4.59163805557994
