epoch,acc,loss,val_acc,val_loss
0,0.14285714285714285,2.4975443112575033,0.1095,13.759727650226118
1,0.14959451029320026,2.477429623568125,0.069,2.07330722117424
2,0.2547723019375923,1.9978238356091125,0.3595,1.948350130558014
3,0.32950717405237706,1.853868170938712,0.489,1.9088276279568672
4,0.353337492213276,1.7921384694348703,0.3065,1.7887179923057557
5,0.3815346225938125,1.7413188109751871,0.326,1.7123657655715943
6,0.41185277604863413,1.694209707348479,0.454,1.7729504410028458
7,0.400374298202047,1.6922986565124074,0.261,2.350468459367752
8,0.41260137244900985,1.6653989539321927,0.124,2.6207416821718215
9,0.41846537742849743,1.619829414192766,0.263,1.8157607426643372
10,0.39875233937484805,1.5852629522048751,0.146,1.5472195112705232
11,0.4071116656306678,1.5763065661182272,0.2885,1.559857852101326
12,0.43144104804608946,1.511852702065252,0.4985,1.399198224246502
13,0.4331877729294825,1.428457692364046,0.5645,1.3428627263605595
14,0.4627573300173933,1.4103280072649493,0.652,1.6427569896969945
15,0.4763568309457021,1.3902955007456423,0.577,1.3105445630699397
16,0.4878353087997258,1.333074199372504,0.4955,1.3484429060220717
17,0.4894572676343614,1.3326381340595015,0.683,1.9176272861175239
18,0.5155333749257395,1.2802413098044643,0.2905,1.4816938329339027
19,0.5122894572899331,1.2920053525039426,0.47,1.3528005388975144
20,0.5265127885252404,1.2612068667608132,0.582,1.3355502445846796
21,0.5475982532751091,1.2067641008591845,0.655,1.4489131955057382
22,0.5487211478515037,1.1667594725016275,0.5845,1.1041458116769791
23,0.5605739239038562,1.1438625355921013,0.229,1.893233985722065
24,0.5554585152912794,1.0954934173350177,0.491,1.1633247448056936
25,0.5572052401858274,1.1103450179471868,0.466,1.3904703986421227
26,0.5688084841072002,1.060852860132754,0.6625,1.2113790953680872
27,0.5794135995046541,0.9854713658578531,0.431,1.3927385712862015
28,0.575920149726713,0.9724307084373586,0.6045,1.1821087353527546
29,0.5900187149318545,0.9183093854879782,0.603,1.2367270023971797
30,0.608484092349197,0.886700303050331,0.669,1.098183944389224
31,0.5883967560972189,0.8989876373923724,0.601,1.2830327500402927
32,0.6082345602070623,0.8161282074057304,0.734,1.2676891159620136
33,0.6102308172214351,0.8379368975916581,0.6425,1.1088909416720272
34,0.6238303181683356,0.7534113543076733,0.7265,1.3625463411696255
35,0.6219588272213118,0.7888362121299439,0.708,1.1698297506049276
36,0.6222083593299815,0.7318597042701873,0.6975,1.3075024273991585
37,0.6364316905875989,0.7101434894078089,0.641,1.3191007058247923
38,0.6349344978277488,0.7009798257334561,0.7335,3.0203888459578154
39,0.6522769806761334,0.6096347245029264,0.5785,1.2292307206988335
40,0.6454148471764454,0.656382673002747,0.5985,1.4274591572880746
41,0.662507797878977,0.6107243111058466,0.7025,1.510683047618717
42,0.6553961322669007,0.5882796320778388,0.6695,1.2635888054892421
43,0.6541484716380305,0.6246786599075951,0.658,1.3579423453658819
44,0.6612601372575433,0.5711343039108379,0.7405,2.123329536318779
45,0.6809731753000378,0.5432162166013617,0.5835,1.9969362179785968
46,0.6757330006387036,0.5309429500895743,0.6445,1.645725019492209
47,0.6708671241645432,0.59333727127005,0.695,1.0902676318660378
48,0.697067997519552,0.46824918922155406,0.6855,1.1289934836030007
49,0.7087960074934004,0.47410624954786734,0.722,1.4680224851034582
50,0.6888334373273629,0.4994455319155921,0.714,2.352406382891466
51,0.6959451029543124,0.5429253181329907,0.388,1.7665541510675102
52,0.7122894572713415,0.411312628721938,0.5465,1.5887819100469351
53,0.7252651278889335,0.4000118847348433,0.6725,2.941187984466553
54,0.7124142233461271,0.4608527767978009,0.7075,1.3667071612328292
55,0.7302557704378796,0.3929049424060196,0.6765,1.3461765509583057
56,0.7242669993836063,0.40037256948886923,0.5685,1.8070188012868167
57,0.7185277604565945,0.44688635823582384,0.6745,1.7264136553257703
58,0.7356207111777177,0.34864807311940477,0.5665,2.2630550211519003
59,0.7426076107447548,0.33610366139275094,0.6545,1.5761706376112998
60,0.7429819089244919,0.378818772009069,0.656,1.4205598484240471
61,0.7522145976443181,0.3158906192870268,0.5595,1.575760783970356
62,0.7492202121246181,0.3563422245266879,0.701,1.3273229208695703
63,0.7318777292650785,0.4018124612899996,0.659,1.4517450809180736
64,0.7517155333823586,0.3219543741873035,0.725,1.701655684215948
65,0.7731752963268378,0.2731516803214495,0.686,1.82780950653553
66,0.7892701185426337,0.24575259022726093,0.741,1.894775225187419
67,0.7393636930792018,0.4041687745649742,0.335,2.2503967314559414
68,0.766313162830868,0.31769619638928753,0.6905,1.909504820369184
69,0.7962570180985159,0.26941753703024857,0.6815,1.5040745808295906
70,0.8127261384903306,0.21801132815968446,0.7455,2.024166296898271
71,0.8124766063705059,0.21966004113452328,0.6225,2.5183754429091643
72,0.7767935121646912,0.3094495671033785,0.716,2.485413038997911
73,0.8067373674509307,0.21569969326406438,0.7045,2.371350028699264
74,0.8169681846537742,0.24858840461250997,0.6205,5.242095674875192
75,0.8018714909767704,0.25825958576655283,0.741,2.1215198043305428
76,0.8348097317603999,0.17714115445428316,0.7345,2.8440623000804335
77,0.8249532127261385,0.22861314495945267,0.6175,2.9713461701623163
78,0.7767935121795645,0.33978849401231564,0.657,2.28020504237758
79,0.8207111665775683,0.2142418330794413,0.718,2.6789660652857274
80,0.8187149095594771,0.24467056263249812,0.6855,1.9212203189395367
81,0.8550218340611354,0.15691377506199214,0.449,3.135347561657429
82,0.8310667498589157,0.22468127705393845,0.716,2.0861380360871555
83,0.8520274485377171,0.16894070424990065,0.7355,3.3078903872318333
84,0.8632563942681977,0.148909270946292,0.7385,3.172195058244979
85,0.8248284466699445,0.2636600328849876,0.6655,2.30851815411821
86,0.8567685589594017,0.1677685478773068,0.574,3.3378079175040876
87,0.8274485340136256,0.23471627859392913,0.579,2.1026448030769824
88,0.8551466001322027,0.19112928709688035,0.698,1.9011048841156881
89,0.8578914535469512,0.17221015445836915,0.722,2.253740611868445
90,0.8429195258889582,0.22517118521815566,0.68,1.9566430454012007
91,0.8632563942756344,0.14709184477320703,0.7005,2.08549743330013
92,0.8506550218414978,0.19048707896049924,0.7245,2.3598479253139812
93,0.8739862757441555,0.1401354673864112,0.6535,1.92191537280567
94,0.8838427947821352,0.1188931981925472,0.7325,3.0719682317740515
95,0.8741110418189413,0.14537837712427673,0.5845,5.3503964485041795
96,0.8650031191515908,0.1798559506933297,0.6935,2.24766108075995
97,0.8778540237055521,0.14901727104416618,0.7005,2.2433204387156294
98,0.8802245789219719,0.15825264127047747,0.6825,3.4175758233335802
99,0.8794759825476244,0.1446204969650152,0.7195,2.653237162129022
100,0.8867124142270496,0.1370733742716624,0.722,3.376470355844591
101,0.8809731753111927,0.1651499194260954,0.7155,3.3550639537565874
102,0.8756082345676363,0.15293864459891618,0.658,2.9387816561637448
103,0.8673736743605739,0.1915428822630051,0.4525,3.711781970068812
104,0.888708671248859,0.13546530799655546,0.7475,2.893588346436649
